"tabName","tabSchema","type","remarks","colCount","qualifiedName"
"CATALOG_DIR_X","RDBI","T","Catalog list table for RDBI","3","RDBI.CATALOG_DIR_X"
"FOREIGN_KEY_VIEW","RDBI","V","Foreign key listing view for RDBI","4","RDBI.FOREIGN_KEY_VIEW"
"PRIMARY_KEY_VIEW","RDBI","V","Primary key listing view for RDBI","4","RDBI.PRIMARY_KEY_VIEW"
"PROFILE_TABLE","RDBI","T","RDBI user profile table","16","RDBI.PROFILE_TABLE"
"PROFILE_TABLE_X","RDBI","T","RDBI extended user profile table","17","RDBI.PROFILE_TABLE_X"
"PROFILE_VIEW","RDBI","V","RDBI user profile view","16","RDBI.PROFILE_VIEW"
"PROFILE_VIEW_X","RDBI","V","RDBI extended user profile view","17","RDBI.PROFILE_VIEW_X"
"RESERVED","RDBI","T","RDBI control table","1","RDBI.RESERVED"
"RESOURCE_TABLE","RDBI","T","Resource table for RDBI governor","5","RDBI.RESOURCE_TABLE"
"RESOURCE_TABLE_X","RDBI","T","Extended resource table for RDBI governor","6","RDBI.RESOURCE_TABLE_X"
"RESOURCE_VIEW","RDBI","V","Resource view for RDBI governor","5","RDBI.RESOURCE_VIEW"
"RESOURCE_VIEW_X","RDBI","V","Extended resource view for RDBI governor","6","RDBI.RESOURCE_VIEW_X"
"SERVER_INFO","RDBI","T","Server Information table for RDBI","3","RDBI.SERVER_INFO"
"TABLE_VIEW2","RDBI","V","Table listing view for RDBI","13","RDBI.TABLE_VIEW2"
"TABLE_VIEW2_X","RDBI","V","Extended table listing view for RDBI","10","RDBI.TABLE_VIEW2_X"
"USER_ADMIN_VIEW","RDBI","V","User-specific administrator authorization ID view for RDBI","1","RDBI.USER_ADMIN_VIEW"
"USER_ADMIN_VIEW_X","RDBI","V","User-specific extended administrator authorization ID view for RDBI","2","RDBI.USER_ADMIN_VIEW_X"
"USER_AUTHID_VIEW","RDBI","V","User-specific secondary authorization ID view for RDBI","2","RDBI.USER_AUTHID_VIEW"
"USER_AUTHID_VIEW_X","RDBI","V","User-specific extended secondary authorization ID view for RDBI","3","RDBI.USER_AUTHID_VIEW_X"
"ADVISE_INDEX","SRV_SFKSS07","T",,"52","SRV_SFKSS07.ADVISE_INDEX"
"ADVISE_INSTANCE","SRV_SFKSS07","T",,"5","SRV_SFKSS07.ADVISE_INSTANCE"
"ADVISE_MQT","SRV_SFKSS07","T",,"28","SRV_SFKSS07.ADVISE_MQT"
"ADVISE_PARTITION","SRV_SFKSS07","T",,"20","SRV_SFKSS07.ADVISE_PARTITION"
"ADVISE_TABLE","SRV_SFKSS07","T",,"12","SRV_SFKSS07.ADVISE_TABLE"
"ADVISE_WORKLOAD","SRV_SFKSS07","T",,"10","SRV_SFKSS07.ADVISE_WORKLOAD"
"EXPLAIN_ARGUMENT","SRV_SFKSS07","T",,"12","SRV_SFKSS07.EXPLAIN_ARGUMENT"
"EXPLAIN_DIAGNOSTIC","SRV_SFKSS07","T",,"10","SRV_SFKSS07.EXPLAIN_DIAGNOSTIC"
"EXPLAIN_DIAGNOSTIC_DATA","SRV_SFKSS07","T",,"12","SRV_SFKSS07.EXPLAIN_DIAGNOSTIC_DATA"
"EXPLAIN_INSTANCE","SRV_SFKSS07","T",,"24","SRV_SFKSS07.EXPLAIN_INSTANCE"
"EXPLAIN_OBJECT","SRV_SFKSS07","T",,"46","SRV_SFKSS07.EXPLAIN_OBJECT"
"EXPLAIN_OPERATOR","SRV_SFKSS07","T",,"22","SRV_SFKSS07.EXPLAIN_OPERATOR"
"EXPLAIN_PREDICATE","SRV_SFKSS07","T",,"17","SRV_SFKSS07.EXPLAIN_PREDICATE"
"EXPLAIN_STATEMENT","SRV_SFKSS07","T",,"17","SRV_SFKSS07.EXPLAIN_STATEMENT"
"EXPLAIN_STREAM","SRV_SFKSS07","T",,"23","SRV_SFKSS07.EXPLAIN_STREAM"
"V_DBQA_ACTIVE_DB_SESSIONS","TV","V","Shows currently active database sessions","7","TV.V_DBQA_ACTIVE_DB_SESSIONS"
"V_DBQA_DB_SET_DATA_CAPTURE_ON","TV","V",,"5","TV.V_DBQA_DB_SET_DATA_CAPTURE_ON"
"V_DBQA_DDL_SOURCE_COLUMN_INFO","TV","V","Provides column definitions for tables","6","TV.V_DBQA_DDL_SOURCE_COLUMN_INFO"
"V_DBQA_DDL_SOURCE_COLUMN_REMARK","TV","V",,"6","TV.V_DBQA_DDL_SOURCE_COLUMN_REMARK"
"V_DBQA_DDL_SOURCE_CREATE_TABLE","TV","V","Generates CREATE TABLE statements for existing tables","9","TV.V_DBQA_DDL_SOURCE_CREATE_TABLE"
"V_DBQA_DDL_SOURCE_FOREIGN_KEY","TV","V",,"6","TV.V_DBQA_DDL_SOURCE_FOREIGN_KEY"
"V_DBQA_DDL_SOURCE_INDEX","TV","V",,"9","TV.V_DBQA_DDL_SOURCE_INDEX"
"V_DBQA_DDL_SOURCE_PRIMARY_KEY","TV","V","Generates DDL statements for primary key constraints. Facilitates schema replication and documentation.","6","TV.V_DBQA_DDL_SOURCE_PRIMARY_KEY"
"V_DBQA_DDL_SOURCE_TABLE_REMARK","TV","V",,"6","TV.V_DBQA_DDL_SOURCE_TABLE_REMARK"
"V_DBQA_DROP_DB_CODE","TV","V","Generates drop statements for database objects","5","TV.V_DBQA_DROP_DB_CODE"
"V_DBQA_GROUP_LOCK_TERMINATE_SCRIPT","TV","V","Generates scripts to terminate grouped locks","5","TV.V_DBQA_GROUP_LOCK_TERMINATE_SCRIPT"
"V_DBQA_OBJECT_LOCK_INFO","TV","V","Monitors and manages database object locks. Provides detailed information about lock status, type, and resolution options.","15","TV.V_DBQA_OBJECT_LOCK_INFO"
"V_DBQA_OBJECT_LOCK_TERMINATE_SCRIPT","TV","V",,"5","TV.V_DBQA_OBJECT_LOCK_TERMINATE_SCRIPT"
"V_DBQA_PACKAGE_SQL_SOURCE","TV","V","Shows SQL statements from recently used packages","4","TV.V_DBQA_PACKAGE_SQL_SOURCE"
"V_DBQA_SCHEMA_NAME","TV","V","Lists and manages schemas that are part of the application. Provides centralized schema management and tracking.","3","TV.V_DBQA_SCHEMA_NAME"
"V_DBQA_SOURCE","TV","V","Manages database object source code","11","TV.V_DBQA_SOURCE"
"V_DBQA_TABLE_DEPENDENCY","TV","V","Shows dependencies between database objects","13","TV.V_DBQA_TABLE_DEPENDENCY"
"V_DBQA_UPDATE_STATISTICS_ON_TABLES","TV","V","Generates RUNSTATS commands for updating table statistics","4","TV.V_DBQA_UPDATE_STATISTICS_ON_TABLES"
